company_name,categories,main_category
Moneytis,"Financial Services, Lending and Investments, Payments, Software",Financial
AirX,"Events, Media and Entertainment, Transportation, Travel and Tourism",Unspecified
Sandbox Banking,"Data and Analytics, Financial Services, Information Technology, Lending and Investments, Professional Services, Software",Financial
Junction_2,"Data and Analytics, Internet Services",B2B Software and Services
Aerones,"Consumer Electronics, Consumer Goods, Hardware, Manufacturing, Science and Engineering, Software",Industrials
Replika,"Artificial Intelligence (AI), Community and Lifestyle, Data and Analytics, Food and Beverage, Science and Engineering, Software, Travel and Tourism",B2B Software and Services
Paystack,"Financial Services, Internet Services, Payments",Financial
Akido Labs,"Health Care, Information Technology",B2B Software and Services
Deepgram,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",B2B Software and Services
Eden,"Administrative Services, Information Technology, Software",B2B Software and Services
Thunkable,"Apps, Mobile, Software",Unspecified
Inito,"Health Care, Software",Health Care
iSono Health,"Artificial Intelligence (AI), Data and Analytics, Health Care, Science and Engineering, Software",B2B Software and Services
Enso,"Artificial Intelligence (AI), Consumer Electronics, Data and Analytics, Hardware, Health Care, Science and Engineering, Software",B2B Software and Services
GetAccept,"Information Technology, Privacy and Security, Sales and Marketing, Software",B2B Software and Services
Revl,"Artificial Intelligence (AI), Consumer Electronics, Data and Analytics, Hardware, Media and Entertainment, Science and Engineering, Software, Video",B2B Software and Services
Playment,"Artificial Intelligence (AI), Data and Analytics, Hardware, Professional Services, Science and Engineering, Software, Transportation",B2B Software and Services
Validere,"Artificial Intelligence (AI), Data and Analytics, Energy, Internet Services, Natural Resources, Science and Engineering, Software",B2B Software and Services
Beek,"Apps, Health Care, Media and Entertainment, Music and Audio, Software",Health Care
Pocket Worlds,"Apps, Community and Lifestyle, Gaming, Hardware, Internet Services, Media and Entertainment, Mobile, Software",B2B Software and Services
Triplebyte,"Administrative Services, Internet Services, Professional Services, Software",Unspecified
Modal,"Commerce and Shopping, Mobile, Software, Transportation",Unspecified
Vetcove,"Commerce and Shopping, Health Care, Transportation",Health Care
Prenda,"Education, Internet Services, Software",Education
Reliance Health,"Financial Services, Health Care, Mobile",Financial
TransAstra,"Manufacturing, Science and Engineering, Software, Transportation",Industrials
KidPass,"Community and Lifestyle, Education, Internet Services, Other",Education
Breathe Well-being,"Health Care, Mobile, Sports",Health Care
AON3D,"Artificial Intelligence (AI), Data and Analytics, Manufacturing, Science and Engineering, Software",Industrials
Vinebox,"Commerce and Shopping, Food and Beverage",Unspecified
Zenysis,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Software",B2B Software and Services
Cityfurnish,"Commerce and Shopping, Consumer Goods, Real Estate",Real Estate and Construction
Call9,Health Care,Health Care
GoLorry,"Apps, Data and Analytics, Software, Transportation",B2B Software and Services
Invofox,"Artificial Intelligence (AI), Data and Analytics, Financial Services, Science and Engineering, Software",Financial
Gas Pos,"Commerce and Shopping, Energy, Financial Services, Mobile, Natural Resources, Payments, Software",Financial
Amberbox Gunshot Detection,"Administrative Services, Government and Military, Privacy and Security",Unspecified
GitPrime,"Data and Analytics, Information Technology, Software",B2B Software and Services
Switchboard,"Software, Transportation",Unspecified
AnnieCannons,Software,Unspecified
Fetch,"Commerce and Shopping, Transportation",Unspecified
PredictLeads,"Artificial Intelligence (AI), Data and Analytics, Other, Science and Engineering, Software",B2B Software and Services
Bloomberg Second Measure,"Data and Analytics, Financial Services, Information Technology, Software",Financial
PhysioHealth,"Health Care, Internet Services, Mobile",Health Care
Shelf Engine,"Artificial Intelligence (AI), Data and Analytics, Food and Beverage, Information Technology, Sales and Marketing, Software, Sustainability",B2B Software and Services
PaveAI,"Commerce and Shopping, Data and Analytics, Software",B2B Software and Services
Intact Therapeutics,"Administrative Services, Health Care",Health Care
Quantierra,"Data and Analytics, Financial Services, Real Estate, Software",Real Estate and Construction
StrongIntro,"Administrative Services, Professional Services",Unspecified
Locent,"Health Care, Internet Services, Messaging and Telecommunications",Health Care
Penny,"Financial Services, Mobile",Financial
Sqreen,"Information Technology, Privacy and Security, Software",B2B Software and Services
OpenInvest,"Financial Services, Sustainability",Financial
Battlecard,"Information Technology, Other, Professional Services, Sales and Marketing",B2B Software and Services
Elucify,"Information Technology, Sales and Marketing, Software",B2B Software and Services
Staffjoy,"Administrative Services, Artificial Intelligence (AI), Data and Analytics, Information Technology, Other, Professional Services, Science and Engineering, Software",B2B Software and Services
Poppy,"Community and Lifestyle, Health Care",Health Care
Chillabit,"Internet Services, Media and Entertainment",Unspecified
Cambridge Mask Co,"Government and Military, Sustainability",Unspecified
Unnyhog,"Content and Publishing, Gaming, Media and Entertainment, Mobile",Unspecified
Redspread,"Apps, Software",Unspecified
Bot Orange,"Hardware, Information Technology, Professional Services, Sales and Marketing",B2B Software and Services
Monthli,"Information Technology, Real Estate, Software",Real Estate and Construction
Supr Daily,"Agriculture and Farming, Commerce and Shopping, Food and Beverage, Transportation",Unspecified
Appcanary,"Privacy and Security, Software",Unspecified
Airmada,"Consumer Electronics, Consumer Goods, Hardware, Other, Science and Engineering",B2B Software and Services
Halolife,"Community and Lifestyle, Internet Services, Software",Unspecified
Interstate Analytics,"Data and Analytics, Information Technology, Sales and Marketing, Software",B2B Software and Services
Restocks,"Mobile, Platforms, Sales and Marketing, Software",Unspecified
Patchwork Security,"Information Technology, Privacy and Security, Software",B2B Software and Services
Compgun,"Internet Services, Professional Services, Sales and Marketing",Unspecified
Envyl,"Administrative Services, Commerce and Shopping, Other, Transportation",Unspecified
X-ZELL,"Biotechnology, Health Care, Science and Engineering",Health Care
Nexu,"Financial Services, Internet Services, Software",Financial
TetraScience,"Biotechnology, Data and Analytics, Health Care, Information Technology, Internet Services, Science and Engineering, Software",B2B Software and Services
Meter Feeder,"Financial Services, Mobile, Payments, Real Estate, Software, Transportation",Real Estate and Construction
PAKIBLE,"Administrative Services, Commerce and Shopping, Content and Publishing, Design, Internet Services, Manufacturing, Media and Entertainment, Transportation",Industrials
CareSkore,"Artificial Intelligence (AI), Data and Analytics, Health Care, Information Technology, Mobile, Professional Services, Software",B2B Software and Services
Boom Supersonic,"Manufacturing, Science and Engineering, Transportation",Industrials
Mashgin,"Artificial Intelligence (AI), Commerce and Shopping, Data and Analytics, Hardware, Science and Engineering, Software",B2B Software and Services
Bodyport,Health Care,Health Care
Gemnote,"Commerce and Shopping, Design, Software",Unspecified
Docbot,"Artificial Intelligence (AI), Data and Analytics, Health Care, Information Technology, Science and Engineering, Software",B2B Software and Services
UpKeep,"Financial Services, Information Technology, Internet Services, Mobile, Other, Software",Financial
Open Listings,"Apps, Information Technology, Real Estate, Software",Real Estate and Construction
Termii,"Information Technology, Internet Services, Media and Entertainment, Messaging and Telecommunications, Sales and Marketing, Software",B2B Software and Services
Prolific,"Data and Analytics, Design, Health Care, Other",B2B Software and Services
Castle,"Financial Services, Real Estate",Real Estate and Construction
Magic Instruments,"Apps, Education, Media and Entertainment, Mobile, Music and Audio, Software",Education
Impraise,"Administrative Services, Mobile, Software",Unspecified
Clara Labs,"Information Technology, Internet Services, Messaging and Telecommunications, Software",B2B Software and Services
Instabug,"Apps, Data and Analytics, Mobile, Platforms, Software",B2B Software and Services
Flip,"Apps, Commerce and Shopping, Mobile, Other, Software",Unspecified
Perlara,"Biotechnology, Health Care, Science and Engineering",Health Care
AdvantageClub.ai,"Administrative Services, Artificial Intelligence (AI), Data and Analytics, Health Care, Professional Services, Science and Engineering, Software",B2B Software and Services
Universe,"Apps, Mobile, Software",Unspecified
Plate IQ,"Data and Analytics, Financial Services, Food and Beverage, Other, Software",Financial
ReadMe,"Community and Lifestyle, Information Technology, Software",B2B Software and Services
TrueClaim,"Administrative Services, Financial Services, Health Care",Financial
Reach,"Energy, Hardware, Information Technology, Mobile, Other",B2B Software and Services
Garten,"Health Care, Information Technology",B2B Software and Services
