company_name,categories
Vanido,"Apps, Artificial Intelligence (AI), Consumer Electronics, Data and Analytics, Education, Hardware, Media and Entertainment, Music and Audio, Science and Engineering, Software"
SmartSite,"Government and Military, Health Care, Information Technology, Internet Services, Real Estate"
Curious Fictions,"Apps, Content and Publishing, Internet Services, Media and Entertainment, Mobile, Sales and Marketing, Software"
JetPack Aviation,"Science and Engineering, Transportation"
SMBRate,"Financial Services, Lending and Investments, Other"
Surematics,"Financial Services, Payments"
Storyboard,"Advertising, Hardware, Information Technology, Internet Services, Sales and Marketing, Science and Engineering, Software"
Legistify,"Internet Services, Other, Professional Services, Software"
Curtsy,"Apps, Clothing and Apparel, Commerce and Shopping, Community and Lifestyle, Design, Mobile, Software"
Saleswhale,"Artificial Intelligence (AI), Data and Analytics, Health Care, Information Technology, Sales and Marketing, Science and Engineering, Software"
Fiix,"Software, Transportation"
Rose Rocket,"Consumer Electronics, Hardware, Software, Transportation"
Pop Meals,"Artificial Intelligence (AI), Consumer Goods, Data and Analytics, Food and Beverage, Hardware, Science and Engineering, Software, Transportation"
Superside,"Artificial Intelligence (AI), Data and Analytics, Design, Information Technology, Professional Services, Sales and Marketing, Science and Engineering, Software"
CareRev,"Administrative Services, Commerce and Shopping, Health Care"
"Mason America, Inc.","Consumer Electronics, Hardware, Internet Services, Mobile, Platforms, Software"
Sudden Coffee,"Commerce and Shopping, Food and Beverage"
ZiffyHomes,"Commerce and Shopping, Internet Services, Real Estate"
Jopwell,"Other, Professional Services"
Token Transit,"Financial Services, Payments, Real Estate, Transportation"
OneChronos,Financial Services
Focal Systems,"Artificial Intelligence (AI), Commerce and Shopping, Data and Analytics, Hardware, Science and Engineering, Software"
PartnerStack,"Sales and Marketing, Software"
Landed_2,"Financial Services, Real Estate"
zeroheight,"Design, Information Technology, Software"
Contraline,"Biotechnology, Health Care, Science and Engineering"
Auro Robotics,"Artificial Intelligence (AI), Data and Analytics, Hardware, Science and Engineering, Software, Transportation"
Netomi,"Artificial Intelligence (AI), Data and Analytics, Other, Professional Services, Sales and Marketing, Science and Engineering, Software"
Voodoo Manufacturing,"Hardware, Manufacturing, Science and Engineering, Software"
WorldCover,"Community and Lifestyle, Financial Services, Lending and Investments, Social Impact"
Deako,"Consumer Electronics, Hardware, Internet Services, Real Estate"
Moneytis,"Financial Services, Lending and Investments, Payments, Software"
AirX,"Events, Media and Entertainment, Transportation, Travel and Tourism"
Sandbox Banking,"Data and Analytics, Financial Services, Information Technology, Lending and Investments, Professional Services, Software"
Junction_2,"Data and Analytics, Internet Services"
Aerones,"Consumer Electronics, Consumer Goods, Hardware, Manufacturing, Science and Engineering, Software"
Replika,"Artificial Intelligence (AI), Community and Lifestyle, Data and Analytics, Food and Beverage, Science and Engineering, Software, Travel and Tourism"
Paystack,"Financial Services, Internet Services, Payments"
Akido Labs,"Health Care, Information Technology"
Deepgram,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software"
Eden,"Administrative Services, Information Technology, Software"
Thunkable,"Apps, Mobile, Software"
Inito,"Health Care, Software"
iSono Health,"Artificial Intelligence (AI), Data and Analytics, Health Care, Science and Engineering, Software"
Enso,"Artificial Intelligence (AI), Consumer Electronics, Data and Analytics, Hardware, Health Care, Science and Engineering, Software"
GetAccept,"Information Technology, Privacy and Security, Sales and Marketing, Software"
Revl,"Artificial Intelligence (AI), Consumer Electronics, Data and Analytics, Hardware, Media and Entertainment, Science and Engineering, Software, Video"
Playment,"Artificial Intelligence (AI), Data and Analytics, Hardware, Professional Services, Science and Engineering, Software, Transportation"
Validere,"Artificial Intelligence (AI), Data and Analytics, Energy, Internet Services, Natural Resources, Science and Engineering, Software"
Beek,"Apps, Health Care, Media and Entertainment, Music and Audio, Software"
Pocket Worlds,"Apps, Community and Lifestyle, Gaming, Hardware, Internet Services, Media and Entertainment, Mobile, Software"
Triplebyte,"Administrative Services, Internet Services, Professional Services, Software"
Modal,"Commerce and Shopping, Mobile, Software, Transportation"
Vetcove,"Commerce and Shopping, Health Care, Transportation"
Prenda,"Education, Internet Services, Software"
Reliance Health,"Financial Services, Health Care, Mobile"
TransAstra,"Manufacturing, Science and Engineering, Software, Transportation"
KidPass,"Community and Lifestyle, Education, Internet Services, Other"
Breathe Well-being,"Health Care, Mobile, Sports"
AON3D,"Artificial Intelligence (AI), Data and Analytics, Manufacturing, Science and Engineering, Software"
Vinebox,"Commerce and Shopping, Food and Beverage"
Zenysis,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Software"
Cityfurnish,"Commerce and Shopping, Consumer Goods, Real Estate"
Call9,Health Care
GoLorry,"Apps, Data and Analytics, Software, Transportation"
Invofox,"Artificial Intelligence (AI), Data and Analytics, Financial Services, Science and Engineering, Software"
Gas Pos,"Commerce and Shopping, Energy, Financial Services, Mobile, Natural Resources, Payments, Software"
Amberbox Gunshot Detection,"Administrative Services, Government and Military, Privacy and Security"
GitPrime,"Data and Analytics, Information Technology, Software"
Switchboard,"Software, Transportation"
AnnieCannons,Software
Fetch,"Commerce and Shopping, Transportation"
PredictLeads,"Artificial Intelligence (AI), Data and Analytics, Other, Science and Engineering, Software"
Bloomberg Second Measure,"Data and Analytics, Financial Services, Information Technology, Software"
PhysioHealth,"Health Care, Internet Services, Mobile"
Shelf Engine,"Artificial Intelligence (AI), Data and Analytics, Food and Beverage, Information Technology, Sales and Marketing, Software, Sustainability"
PaveAI,"Commerce and Shopping, Data and Analytics, Software"
Intact Therapeutics,"Administrative Services, Health Care"
Quantierra,"Data and Analytics, Financial Services, Real Estate, Software"
StrongIntro,"Administrative Services, Professional Services"
Locent,"Health Care, Internet Services, Messaging and Telecommunications"
Penny,"Financial Services, Mobile"
Sqreen,"Information Technology, Privacy and Security, Software"
OpenInvest,"Financial Services, Sustainability"
Battlecard,"Information Technology, Other, Professional Services, Sales and Marketing"
Elucify,"Information Technology, Sales and Marketing, Software"
Staffjoy,"Administrative Services, Artificial Intelligence (AI), Data and Analytics, Information Technology, Other, Professional Services, Science and Engineering, Software"
Poppy,"Community and Lifestyle, Health Care"
Chillabit,"Internet Services, Media and Entertainment"
Cambridge Mask Co,"Government and Military, Sustainability"
Unnyhog,"Content and Publishing, Gaming, Media and Entertainment, Mobile"
Redspread,"Apps, Software"
Bot Orange,"Hardware, Information Technology, Professional Services, Sales and Marketing"
Monthli,"Information Technology, Real Estate, Software"
Supr Daily,"Agriculture and Farming, Commerce and Shopping, Food and Beverage, Transportation"
Appcanary,"Privacy and Security, Software"
Airmada,"Consumer Electronics, Consumer Goods, Hardware, Other, Science and Engineering"
Halolife,"Community and Lifestyle, Internet Services, Software"
Interstate Analytics,"Data and Analytics, Information Technology, Sales and Marketing, Software"
Restocks,"Mobile, Platforms, Sales and Marketing, Software"
Patchwork Security,"Information Technology, Privacy and Security, Software"
Compgun,"Internet Services, Professional Services, Sales and Marketing"
Envyl,"Administrative Services, Commerce and Shopping, Other, Transportation"
X-ZELL,"Biotechnology, Health Care, Science and Engineering"
Nexu,"Financial Services, Internet Services, Software"
TetraScience,"Biotechnology, Data and Analytics, Health Care, Information Technology, Internet Services, Science and Engineering, Software"
Meter Feeder,"Financial Services, Mobile, Payments, Real Estate, Software, Transportation"
PAKIBLE,"Administrative Services, Commerce and Shopping, Content and Publishing, Design, Internet Services, Manufacturing, Media and Entertainment, Transportation"
CareSkore,"Artificial Intelligence (AI), Data and Analytics, Health Care, Information Technology, Mobile, Professional Services, Software"
Boom Supersonic,"Manufacturing, Science and Engineering, Transportation"
Mashgin,"Artificial Intelligence (AI), Commerce and Shopping, Data and Analytics, Hardware, Science and Engineering, Software"
Bodyport,Health Care
Gemnote,"Commerce and Shopping, Design, Software"
Docbot,"Artificial Intelligence (AI), Data and Analytics, Health Care, Information Technology, Science and Engineering, Software"
UpKeep,"Financial Services, Information Technology, Internet Services, Mobile, Other, Software"
Open Listings,"Apps, Information Technology, Real Estate, Software"
Termii,"Information Technology, Internet Services, Media and Entertainment, Messaging and Telecommunications, Sales and Marketing, Software"
Prolific,"Data and Analytics, Design, Health Care, Other"
Castle,"Financial Services, Real Estate"
Magic Instruments,"Apps, Education, Media and Entertainment, Mobile, Music and Audio, Software"
Impraise,"Administrative Services, Mobile, Software"
Clara Labs,"Information Technology, Internet Services, Messaging and Telecommunications, Software"
Instabug,"Apps, Data and Analytics, Mobile, Platforms, Software"
Flip,"Apps, Commerce and Shopping, Mobile, Other, Software"
Perlara,"Biotechnology, Health Care, Science and Engineering"
AdvantageClub.ai,"Administrative Services, Artificial Intelligence (AI), Data and Analytics, Health Care, Professional Services, Science and Engineering, Software"
Universe,"Apps, Mobile, Software"
Plate IQ,"Data and Analytics, Financial Services, Food and Beverage, Other, Software"
ReadMe,"Community and Lifestyle, Information Technology, Software"
TrueClaim,"Administrative Services, Financial Services, Health Care"
Reach,"Energy, Hardware, Information Technology, Mobile, Other"
Garten,"Health Care, Information Technology"
iMicrobes,"Biotechnology, Science and Engineering"
Pachyderm,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software"
SimpleCitizen,"Apps, Information Technology, Mobile, Software"
Porter,"Information Technology, Internet Services, Science and Engineering, Software"
